384,Mega Rayquaza,780,100,180,100,100,41.53311931,80,Uber
94,Mega Gengar,600,65,170,95,80,42.21966367,105,Uber
115,Mega Kangaskhan,590,60,125,100,100,23.34523506,65,Uber
150,Mewtwo,680,90,154,90,90,27.48090246,64,Uber
150,Mega Mewtwo X,780,100,190,100,100,38.27793098,90,Uber
150,Mega Mewtwo Y,780,70,194,120,70,45.22388749,124,Uber
249,Lugia,680,90,90,154,130,27.48090246,64,Uber
250,Ho-oh,680,90,130,154,90,27.48090246,64,Uber
257,Blaziken,530,70,120,70,70,23.4520788,50,Uber
257,Mega Blaziken,630,80,160,80,80,34.64101615,80,Uber
302,Mega Sableye,480,20,85,125,115,40.98780306,105,Uber
303,Mega Mawile,480,50,105,125,95,32.48076354,75,Uber
373,Mega Salamence,700,90,145,130,90,20.1246118,55,Uber
382,Kyogre,670,90,150,140,90,28.80972058,60,Uber
383,Groudon,670,90,150,140,90,28.80972058,60,Uber
384,Rayquaza,680,90,150,90,90,32.01562119,60,Uber
448,Mega Lucario,625,70,145,88,70,32.43454948,75,Uber
483,Dialga,680,90,150,120,100,23.02172887,60,Uber
484,Palkia,680,100,150,120,100,20.49390153,50,Uber
491,Darkrai,600,90,135,90,90,22.19234102,45,Uber
643,Reshiram,680,90,150,120,100,23.02172887,60,Uber
644,Zekrom,680,90,150,120,100,23.02172887,60,Uber
649,Genesect,600,95,120,95,95,13.06522101,25,Uber
658,Greninja,530,67,103,71,67,22.88667735,55,Uber
716,Xerneas,680,95,131,98,95,18.4986486,36,Uber
717,Yveltal,680,95,131,98,95,18.4986486,36,Uber
681,Aegislash,520,50,150,50,50,53.10367219,100,Uber
386,Deoxys-A,600,20,180,20,20,83.06623863,160,Uber
386,Deoxys,600,50,150,50,50,54.77225575,100,Uber
386,Deoxys-S,600,90,95,90,90,39.21096785,90,Uber
386,Deoxys-D,600,70,70,160,160,46.36809248,90,Uber
487,Giratina,680,90,100,120,120,13.41640786,30,Uber
487,Giratina-O,680,90,120,100,100,13.41640786,30,Uber
646,Kyurem-W,700,90,170,100,90,32.78719262,80,Uber
493,Arceus,720,120,120,120,120,0,0,Uber
383,Primal Groudon,770,90,180,160,90,41.59326869,90,Uber
382,Primal Kyogre,770,90,180,160,90,41.59326869,90,Uber
720,Hoopa-U,680,60,170,130,60,48.47679857,110,Uber
645,Landorus,600,80,125,90,80,18.21263298,45,Uber
492,Shaymin-S,600,75,120,75,75,24.43358345,52,Uber
3,Mega Venusaur,625,80,122,123,120,18.76166304,43,OU
6,Mega Charizard X,634,85,130,111,85,19.48589233,45,OU
6,Mega Charizard Y,634,78,159,115,78,29.91153624,81,OU
36,Clefable,483,60,95,90,73,14.5361618,35,OU
51,Dugtrio,405,50,80,70,50,28.80972058,70,OU
80,Slowbro,490,30,100,110,80,30.90307428,80,OU
80,Mega Slowbro,590,30,130,180,80,57.48912941,150,OU
94,Gengar,500,60,130,75,60,30.53686297,70,OU
113,Chansey,450,5,35,105,5,41.23105626,100,OU
121,Starmie,520,75,100,85,85,15.65247584,40,OU
127,Mega Pinsir,600,65,155,120,90,33.65263734,90,OU
145,Zapdos,580,85,125,90,85,16.04680654,40,OU
149,Dragonite,600,80,134,100,95,19.7787765,54,OU
151,Mew,600,100,100,100,100,0,0,OU
184,Azumarill,420,50,60,80,80,15.16575089,30,OU
212,Scizor,500,55,130,100,80,29.87473849,75,OU
212,Mega Scizor,600,65,150,140,100,37.98025803,85,OU
214,Mega Heracross,600,40,185,115,105,53.89805191,145,OU
227,Skarmory,465,40,80,140,70,36.74234614,100,OU
243,Raikou,580,75,115,100,75,17.88854382,40,OU
248,Tyranitar,600,61,134,110,100,26.46696054,73,OU
248,Mega Tyranitar,700,71,164,150,120,38.28184949,93,OU
282,Mega Gardevoir,618,65,165,135,65,40,100,OU
286,Breloom,460,60,130,80,60,29.15475947,70,OU
308,Mega Medicham,510,80,100,85,85,9.354143467,20,OU
310,Mega Manectric,575,75,135,80,80,31.10466203,60,OU
376,Mega Metagross,700,105,145,150,110,21.62174831,45,OU
380,Latias,600,80,110,130,90,19.49358869,50,OU
380,Mega Latias,700,100,140,150,120,20.73644135,50,OU
381,Latios,600,80,130,110,80,19.49358869,50,OU
381,Mega Latios,700,100,160,120,100,23.02172887,60,OU
385,Jirachi,600,100,100,100,100,0,0,OU
428,Mega Lopunny,580,54,136,96,94,34.07345007,82,OU
445,Garchomp,600,80,130,95,85,19.62906009,50,OU
445,Mega Garchomp,700,92,170,115,95,31.30974289,78,OU
450,Hippowdon,525,47,112,118,72,30.44339009,71,OU
461,Weavile,510,45,120,85,65,34.56877203,80,OU
462,Magnezone,535,60,130,115,90,29.49576241,70,OU
465,Tangrowth,535,50,110,125,50,34.92849839,75,OU
472,Gliscor,510,45,95,125,75,29.49576241,80,OU
482,Azelf,580,70,125,70,70,28.59195691,55,OU
485,Heatran,600,77,130,106,106,19.9047733,53,OU
490,Manaphy,600,100,100,100,100,0,0,OU
497,Serperior,528,75,75,95,95,16.0249805,38,OU
530,Excadrill,508,50,135,65,60,33.96027091,85,OU
591,Amoonguss,464,30,85,80,70,23.18404624,55,OU
598,Ferrothorn,489,20,94,131,116,45.61797891,111,OU
625,Bisharp,490,60,125,100,70,26.92582404,65,OU
663,Talonflame,499,69,81,71,69,23.80546156,57,OU
719,Mega Diancie,700,110,160,110,110,27.38612788,50,OU
721,Volcanion,600,70,130,120,90,24.08318916,60,OU
647,Keldeo,580,72,129,90,90,21.59166506,57,OU
646,Kyurem-B,700,90,170,100,90,32.78719262,80,OU
645,Landorus-T,600,80,145,90,80,25.52841554,65,OU
641,Tornadus-T,580,80,110,90,80,16.13071604,41,OU
479,Rotom-W,520,65,105,107,107,18.46618531,42,OU
642,Thundurus,580,70,125,80,70,23.82645588,55,OU
18,Mega Pidgeot,579,80,135,80,80,26.75256997,55,OU
65,Alakazam,500,45,135,95,45,40.52776826,90,OU
65,Mega Alakazam,590,50,175,95,65,53.92123886,125,OU
130,Mega Gyarados,640,70,155,130,109,34.86402157,85,OU
334,Mega Altaria,590,80,110,110,105,13.03840481,30,OU
373,Salamence,600,80,135,80,80,23.02172887,55,OU
398,Staraptor,485,50,120,70,60,29.15475947,70,OU
468,Togekiss,545,50,120,115,95,28.41654448,70,OU
475,Mega Gallade,618,65,165,115,95,36.40054945,100,OU
494,Victini,600,100,100,100,100,0,0,OU
545,Scolipede,485,55,100,89,69,23.05428377,57,OU
637,Volcarona,550,60,135,105,65,30.94349689,75,OU
639,Terrakion,580,72,129,90,90,21.59166506,57,OU
660,Diggersby,423,50,56,77,77,13.50185172,28,OU
701,Hawlucha,500,63,92,75,63,21.45460324,55,OU
642,Thundurus-T,580,70,145,80,70,28.94304752,75,OU
718,Zygarde,600,81,100,121,95,14.48447445,40,OU
9,Mega Blastoise,630,78,135,120,115,21.34713095,57,UU
15,Mega Beedrill,495,15,150,80,40,60.76594441,135,UU
31,Nidoqueen,505,75,92,87,85,7.314369419,17,UU
34,Nidoking,505,75,102,77,75,10.63954886,27,UU
59,Arcanine,555,80,110,80,80,13.03840481,30,UU
68,Machamp,505,55,130,85,80,28.85307609,75,UU
73,Tentacruel,515,65,80,120,65,22.8035085,55,UU
91,Cloyster,525,45,95,180,45,51.11262075,135,UU
130,Gyarados,540,60,125,100,79,24.6069096,65,UU
134,Vaporeon,525,60,110,95,60,22.19234102,50,UU
142,Mega Aerodactyl,615,70,135,95,85,34.02205167,80,UU
143,Snorlax,540,30,110,110,65,34.16869913,80,UU
160,Feraligatr,530,78,105,100,83,12.58967831,27,UU
169,Crobat,535,70,90,80,80,23.4520788,60,UU
181,Mega Ampharos,610,45,165,110,105,42.77849927,120,UU
196,Espeon,525,60,130,95,60,29.70690156,70,UU
197,Umbreon,525,60,65,130,110,31.89827582,70,UU
205,Forretress,465,40,90,140,60,38.98717738,100,UU
207,Gligar,430,35,75,105,65,25.88435821,70,UU
214,Heracross,500,40,125,95,75,30.90307428,85,UU
232,Donphan,500,50,120,120,60,34.92849839,70,UU
233,Porygon2,515,60,105,95,90,17.10263138,45,UU
242,Blissey,540,10,75,135,10,52.03364296,125,UU
244,Entei,580,75,115,85,75,15.24795068,40,UU
245,Suicune,580,75,90,115,115,18.16590212,40,UU
251,Celebi,600,100,100,100,100,0,0,UU
254,Mega Sceptile,630,75,145,85,75,32.71085447,70,UU
260,Swampert,535,60,110,90,90,17.88854382,50,UU
260,Mega Swampert,635,70,150,110,110,29.06888371,80,UU
282,Gardevoir,518,65,125,115,65,28.28427125,60,UU
306,Mega Aggron,630,50,140,230,80,74.63243263,180,UU
319,Mega Sharpedo,560,65,140,70,65,30.94349689,75,UU
342,Crawdaunt,468,55,120,85,55,27.24885319,65,UU
350,Milotic,540,60,100,125,79,24.6069096,65,UU
359,Mega Absol,565,60,150,60,60,39.21096785,90,UU
376,Metagross,600,70,135,130,90,27.70379035,65,UU
